v1	v2	label
NP_009108.1	Q7Z2X4	0
NP_068811.1	NP_002878.2	0
NP_003403.2	P36957	0
Q9P2K5	NP_003493.1	0
Q5VUA4	NP_001547.1	0
NP_795361.1	O94788	0
Q9HAZ2	Q9BZQ8	0
NP_036427.1	P40394	0
NP_003008.1	NP_000467.1	0
O00321	NP_000317.1	0
NP_112573.1	Q14651	0
NP_003914.1	P35218	0
NP_036427.1	NP_055973.2	0
NP_003085.1	Q9Y2Q9	0
NP_055872.3	NP_005026.3	0
P51513	NP_115865.1	0
NP_115701.2	NP_001167.2	0
NP_060853.3	Q7L0Y3	0
NP_055596.3	NP_055904.1	0
NP_079441.1	Q9HCP0	0
Q9BWW7	NP_077726.1	0
NP_001317.1	P29353	0
NP_006070.2	NP_000605.1	0
Q9H2W2	NP_689508.3	0
P38571	NP_005172.1	0
NP_004082.1	NP_005978.2	0
NP_115696.2	NP_004530.1	0
NP_002895.3	Q8N4E7	0
NP_060107.3	Q9NP31	0
Q8IXH6	NP_005691.2	0
NP_002710.2	P83881	0
NP_001252.1	NP_057395.1	0
NP_068556.1	NP_203526.1	0
NP_004950.2	O75251	0
NP_066406.1	NP_071445.1	0
NP_005654.2	NP_110438.1	0
NP_004951.1	Q8IUQ0	0
NP_892017.2	Q9Y3B7	0
Q03828	P82663	0
NP_005490.1	Q9H0U6	0
NP_000367.1	NP_742024.1	0
NP_073622.2	NP_001937.2	0
NP_004082.1	NP_002878.2	0
NP_003066.2	NP_060767.2	0
P04066	NP_001938.1	0
NP_000387.1	P20591	0
Q96A08	NP_071445.1	0
NP_006708.2	P16050	0
NP_076922.1	Q96PC2	0
Q9H6T0	Q58A44	0
NP_005404.1	Q9Y3D3	0
Q9Y3D8	NP_004299.1	0
Q15022	NP_006750.3	0
NP_056986.2	NP_065076.2	0
NP_004445.1	NP_002070.1	0
Q8NDX5	NP_001166.3	0
Q8WXA9	Q9Y291	0
NP_000194.2	P36957	0
Q9H7Z6	NP_112198.1	0
Q9Y222	Q9NNW7	0
NP_065885.1	O00170	0
Q9NQ92	NP_000792.1	0
NP_005960.1	NP_065078.1	0
Q9UJC5	O75897	0
NP_002575.1	NP_001025.1	0
NP_003176.2	Q8NEL9	0
Q9HCG8	Q14894	0
NP_003083.1	NP_057256.2	0
NP_733796.2	Q9BRJ2	0
O95948	NP_036337.1	0
NP_001229.1	NP_000305.3	0
NP_689952.1	NP_056442.2	0
Q9NPC8	Q96P71	0
NP_061134.1	Q8WVN8	0
NP_443183.1	NP_003240.1	0
NP_690048.1	Q8N427	0
NP_055315.2	NP_002631.3	0
P28715	NP_077006.1	0
NP_055315.2	P48729	0
NP_002962.1	NP_077006.1	0
NP_899196.1	NP_004777.1	0
Q9NS39	BAC04299.1	0
Q00056	NP_004299.1	0
NP_059106.2	Q9H9P8	0
NP_008823.1	Q9Y3D5	0
NP_004710.2	NP_001340.2	0
NP_002379.2	Q6PGN9	0
Q96AZ6	Q9Y3E5	0
Q9NPC7	P20132	0
NP_002350.1	P50226	0
NP_000048.1	Q99487	0
Q9H2W2	Q01064	0
NP_036339.1	P82909	0
P38571	Q9BRV8	0
P02545	NP_003395.1	0
Q96BP2	P57723	0
Q9HCU8	NP_005470.2	0
Q9BXL5	O75363	0
P31275	NP_001995.1	0
NP_003787.2	NP_064586.1	0
P49184	NP_004160.3	0
NP_002403.1	P40394	0
Q12951	Q07973	0
NP_005316.1	Q9NR19	0
P23760	NP_001318.1	0
NP_000390.2	NP_077015.1	0
NP_444251.1	P48729	0
P17010	Q9H9P8	0
Q96JN0	Q9BV79	0
Q9UK76	Q86XT4	0
NP_758961.1	NP_000841.1	0
Q86UE8	NP_036232.1	0
Q9UNL4	NP_057461.1	0
Q14119	P04183	0
AAH60852.1	NP_036337.1	0
NP_003484.1	P54868	0
NP_066406.1	NP_002564.1	0
P35452	NP_004484.1	0
Q9BSH3	Q9UGK3	0
NP_057219.1	Q9BV79	0
NP_002681.1	NP_002717.3	0
P28340	NP_001547.1	0
Q9NZC4	Q9BSE5	0
O95948	NP_004754.1	0
NP_003855.1	NP_006432.1	0
NP_005422.1	Q9Y291	0
NP_055238.1	P43897	0
NP_055048.1	NP_057564.3	0
NP_003197.2	NP_003493.1	0
NP_604391.1	Q969P6	0
A6NEQ0	NP_005267.2	0
Q8IXF0	NP_001434.1	0
Q08999	P15428	0
Q96T88	Q5EBM0	0
NP_005186.2	NP_005470.2	0
Q8WVY7	Q8N183	0
NP_002495.2	P35325	0
O00115	NP_003076.1	0
NP_689952.1	Q96G61	0
NP_004483.1	Q8TE67	0
Q5QNW6	NP_055428.1	0
Q7Z591	NP_001692.1	0
NP_079485.1	Q8NEL9	0
NP_003160.2	NP_006268.1	0
NP_001511.2	NP_002055.1	0
P50539	Q8IUQ0	0
Q3YBR2	NP_005521.1	0
NP_003007.2	NP_064576.1	0
NP_057079.2	NP_065723.1	0
NP_003493.1	NP_005891.1	0
Q9HCG8	NP_004127.1	0
NP_002936.1	NP_003121.1	0
NP_055884.2	NP_005779.1	0
Q8NCN2	Q16643	0
NP_001796.2	NP_000660.1	0
NP_065988.1	O75570	0
NP_060624.1	NP_004721.1	0
NP_003359.3	NP_076425.1	0
Q92830	Q01581	0
NP_055126.1	NP_005691.2	0
NP_059990.2	NP_005554.1	0
NP_002135.2	Q6WQI6	0
NP_001796.2	Q9BY32	0
O75486	NP_057717.1	0
NP_001420.2	NP_000964.1	0
Q9HCU8	Q9H0B2	0
NP_076922.1	NP_001619.1	0
Q9H2W2	NP_001880.2	0
AAA93070.1	NP_001379.1	0
Q99873	NP_003810.1	0
NP_149020.2	NP_001340.2	0
Q9BS31	NP_002564.1	0
NP_002096.1	NP_005042.1	0
NP_006581.2	NP_004865.1	0
P09630	NP_003741.1	0
Q6DRA6	Q02252	0
NP_009181.2	NP_006235.1	0
Q9H9S0	Q9UPN7	0
NP_004951.1	NP_003121.1	0
NP_001343.2	NP_003841.1	0
P0C7P1	NP_004160.3	0
NP_064706.1	NP_055904.1	0
Q9Y3Z3	NP_009197.1	0
NP_060740.1	NP_006635.2	0
NP_006185.1	NP_055973.2	0
Q96N77	NP_005787.1	0
P19419	Q9Y2T1	0
Q14119	P49638	0
NP_060263.2	NP_001379.1	0
Q01851	NP_006215.1	0
Q96LT9	P29353	0
NP_003914.1	NP_004050.3	0
NP_005307.1	Q9Y6G3	0
Q01196	NP_005852.2	0
Q6DN03	P40394	0
NP_054790.2	Q9UHN1	0
NP_061184.1	Q9Y2V7	0
A6NDE4	Q9NR19	0
Q15572	NP_004623.1	0
Q16385	NP_001079.1	0
P0C7P1	NP_077726.1	0
P13284	Q8TF40	0
NP_001528.1	Q92526	0
Q53T94	Q9BY32	0
Q9H0W9	Q9UDY6	0
Q13950	NP_000424.2	0
Q13461	P13995	0
NP_066018.1	NP_055129.2	0
Q8WVY7	O75363	0
NP_002139.2	NP_071761.1	0
NP_005248.2	P57721	0
Q9UGL1	O75648	0
NP_783640.1	NP_055428.1	0
NP_004371.2	Q01064	0
P15848	Q8N183	0
Q9BPZ2	NP_005026.3	0
O00115	P82912	0
NP_996670.1	NP_004125.3	0
Q969F1	Q99551	0
NP_006725.3	NP_004823.1	0
P07992	NP_066953.1	0
NP_009075.1	NP_071445.1	0
Q93079	NP_005691.2	0
NP_000194.2	Q14914	0
NP_037393.1	NP_003840.2	0
Q15723	NP_001547.1	0
Q13105	P55210	0
NP_055884.2	NP_000792.1	0
Q9HCU8	NP_060767.2	0
Q14938	Q9BYD1	0
NP_002470.2	NP_001227.1	0
NP_006229.1	O75891	0
NP_006312.1	NP_065076.2	0
NP_001505.1	NP_872578.1	0
Q8IZL9	NP_001024.1	0
NP_689479.1	Q02252	0
NP_071387.1	NP_001692.1	0
NP_005578.1	P48728	0
NP_478126.1	NP_057126.2	0
Q6NXG1	Q9BXL7	0
NP_071378.1	NP_003354.2	0
Q99729	P40394	0
Q16666	NP_066961.2	0
NP_003855.1	NP_004171.2	0
NP_477097.1	Q9BYD1	0
P28698	NP_001217.2	0
NP_001508.1	O00764	0
NP_003874.2	NP_004413.1	0
NP_055675.1	P15428	0
Q13510	NP_004127.1	0
NP_002154.1	NP_003840.2	0
NP_006040.1	NP_116120.1	0
NP_002883.3	NP_005204.1	0
P55895	NP_002890.1	0
Q8IUE6	P35237	0
NP_036354.1	Q8NEL9	0
Q8TE85	NP_005026.3	0
O75503	O15540	0
Q01196	NP_061883.1	0
NP_073568.2	P54868	0
NP_037406.1	O00338	0
NP_112235.2	NP_004979.3	0
Q9BXL8	P83881	0
NP_001231.2	Q9H2W6	0
Q9NZC4	Q8NFG4	0
NP_005769.1	NP_001435.1	0
O60231	Q14790	0
NP_002683.2	Q93008	0
Q8TAP9	NP_000657.1	0
NP_008819.1	NP_001937.2	0
NP_057272.1	NP_004369.1	0
NP_079441.1	Q49AM1	0
NP_004642.2	NP_003158.2	0
NP_055412.2	Q9Y6M4	0
NP_659480.1	Q9NP86	0
NP_001666.2	NP_055285.1	0
NP_004588.1	NP_005179.2	0
NP_003398.1	NP_056053.1	0
NP_000391.1	NP_000317.1	0
P55895	Q13938	0
NP_937872.1	NP_758958.3	0
NP_060740.1	NP_116120.1	0
NP_068809.1	NP_004324.2	0
NP_005672.1	Q15080	0
NP_009210.1	NP_000174.1	0
NP_000526.1	NP_001340.2	0
NP_001795.2	P40394	0
Q8NDX5	NP_006750.3	0
NP_055597.1	NP_009153.3	0
Q9H9S0	NP_003192.1	0
NP_008986.2	NP_000061.1	0
P09017	NP_001815.2	0
NP_055872.3	Q9BRV8	0
NP_000367.1	Q9NX20	0
NP_064568.3	NP_000841.1	0
NP_002137.4	Q8N6F7	0
NP_055130.1	O75648	0
O94913	O00170	0
P10071	Q9BZQ8	0
NP_036218.1	Q96P71	0
NP_254280.1	Q9NP92	0
P23771	O15540	0
Q8IZU0	NP_115865.1	0
NP_001256.1	O75394	0
NP_055436.2	NP_060217.1	0
Q0VG06	Q6B8I1	0
Q9NZC4	Q92552	0
NP_005244.1	NP_054765.1	0
NP_065090.1	P40261	0
Q8N1G1	NP_003360.2	0
NP_055610.1	NP_001367.2	0
NP_005925.2	NP_005527.1	0
NP_060274.3	NP_113608.1	0
Q96BP2	NP_003945.2	0
NP_783640.1	NP_004591.2	0
NP_937859.1	NP_057330.2	0
P09874	Q68J44	0
Q6ECI4	P17516	0
NP_001231.2	NP_004369.1	0
NP_001797.1	Q9NYK5	0
A0AVK6	NP_003921.2	0
NP_005049.1	Q96T66	0
Q9NQ33	Q7Z7A3	0
Q8IZT9	NP_036205.1	0
Q9NQ33	Q9NWU1	0
NP_112179.2	NP_001748.1	0
Q9BS31	Q6XUX3	0
NP_005244.1	P40261	0
Q86WB0	NP_008996.1	0
NP_001252.1	NP_004125.3	0
Q9Y6X0	O14561	0
Q12951	NP_060767.2	0
Q14562	NP_001344.2	0
NP_056271.2	P22061	0
Q99081	NP_004337.2	0
P04554	NP_004172.2	0
Q9UL03	Q13938	0
Q05952	NP_002930.2	0
NP_003178.1	P43897	0
NP_073207.1	NP_001619.1	0
NP_002126.2	NP_003105.2	0
NP_000367.1	NP_000894.1	0
NP_036354.1	NP_003286.1	0
O60902	NP_003741.1	0
P10619	NP_005852.2	0
Q99729	Q7Z569	0
NP_001964.2	NP_006592.3	0
Q92565	NP_002940.2	0
NP_076920.1	NP_001318.1	0
Q15022	P37108	0
NP_001229.1	P23434	0
P22492	Q5H9J7	0
NP_997001.1	NP_002940.2	0
Q04726	NP_003134.1	0
NP_005634.1	Q96A58	0
NP_002096.1	NP_003105.2	0
NP_001007227.1	NP_000404.1	0
NP_001395.1	NP_060842.3	0
O94913	NP_004160.3	0
NP_291028.3	Q58A63	0
NP_006040.1	Q9HBU6	0
Q49A26	NP_005993.1	0
NP_002457.1	P40394	0
Q9UHV7	NP_116119.2	0
NP_001420.2	NP_001167.2	0
NP_078805.3	Q96T66	0
Q9BYK8	Q9UBW5	0
NP_003176.2	Q9BYN0	0
NP_003446.2	NP_001268.2	0
NP_002948.1	NP_001344.2	0
NP_005587.2	P28332	0
NP_001781.2	Q9BRV8	0
NP_004409.1	Q8WVN8	0
NP_004588.1	O15305	0
NP_004483.1	Q96LI5	0
NP_596868.1	NP_060441.2	0
O00472	A2A3N6	0
Q8NCN2	P49411	0
Q15022	P08319	0
NP_006708.2	Q99551	0
Q15910	NP_054765.1	0
NP_004119.1	NP_004138.1	0
NP_004070.3	Q9BU02	0
NP_114129.1	Q96M27	0
Q01459	NP_434700.2	0
Q12950	BAB16421.1	0
NP_056953.2	P36957	0
Q70SY1	NP_660328.2	0
Q96KK5	NP_003493.1	0
Q15029	NP_001651.1	0
P35251	Q86XT4	0
Q9UHG3	NP_004623.1	0
NP_079273.2	AAH30144.2	0
Q01664	P50225	0
NP_005960.1	Q8IUQ0	0
NP_002495.2	P21399	0
NP_056271.2	NP_006215.1	0
NP_055392.1	Q9NVV4	0
NP_003185.1	NP_055973.2	0
P10071	Q93015	0
NP_001317.1	NP_002056.2	0
NP_003649.2	Q3BBV0	0
NP_071378.1	Q9BRV8	0
Q8IZU0	Q9UPN7	0
NP_002193.2	Q6PGN9	0
NP_036558.3	Q96P71	0
NP_071378.1	Q9UPN7	0
NP_002687.1	NP_004530.1	0
NP_003204.2	Q07020	0
NP_004074.2	Q9UGC7	0
NP_002544.1	NP_002291.1	0
P35452	Q96RP9	0
NP_659480.1	NP_077726.1	0
NP_005169.1	NP_036337.1	0
NP_001443.1	NP_005779.1	0
Q5T6S3	Q9NR19	0
Q15072	NP_006576.2	0
Q15723	Q8TE68	0
Q6IEG0	Q9ULC6	0
NP_006707.1	Q9Y2J8	0
O94953	NP_002289.1	0
NP_116270.1	O75897	0
NP_056464.1	P0C7P0	0
NP_001537.1	NP_689508.3	0
NP_031389.3	P30711	0
P0C1H6	NP_002442.2	0
NP_005248.2	Q9H4A3	0
NP_055436.2	NP_060177.2	0
NP_116027.2	NP_000174.1	0
NP_006103.1	NP_004093.1	0
AAH60852.1	Q01064	0
NP_291028.3	Q8NFH8	0
NP_055872.3	NP_002475.2	0
NP_002303.2	P21399	0
P07602	Q8WXC3	0
NP_005632.1	Q02252	0
NP_057640.1	NP_000282.1	0
NP_004119.1	P40261	0
P62807	NP_003360.2	0
NP_055610.1	NP_005852.2	0
NP_064706.1	NP_000839.1	0
Q7RTV3	P82912	0
NP_001940.1	Q6XUX3	0
NP_005135.2	NP_066961.2	0
NP_056975.1	NP_055973.2	0
O75529	NP_036232.1	0
NP_001001930.1	NP_003215.1	0
NP_055758.1	NP_004835.2	0
NP_002909.3	P49638	0
Q9BWT3	NP_005527.1	0
NP_002909.3	NP_004369.1	0
NP_001941.2	NP_005787.1	0
NP_003064.2	NP_066565.1	0
NP_060353.2	NP_001379.1	0
NP_006615.1	NP_004835.2	0
NP_005002.3	NP_006215.1	0
Q9NPE2	Q7RTR2	0
NP_003381.1	NP_006262.1	0
NP_003159.1	O75897	0
NP_937872.1	P29353	0
Q16666	NP_742024.1	0
NP_002193.2	NP_000061.1	0
NP_005048.2	NP_003810.1	0
O60902	Q9NQR4	0
Q9P0K8	NP_006237.1	0
NP_000018.1	NP_000845.1	0
NP_000519.2	P51116	0
NP_003441.1	O00170	0
NP_066402.2	Q9Y3E5	0
NP_006221.1	Q9Y4K4	0
NP_877433.2	Q2M3C7	0
Q96DT0	O43504	0
NP_002040.1	Q9NP86	0
NP_002460.1	NP_003105.2	0
NP_005988.1	NP_005979.1	0
P09629	NP_006635.2	0
NP_006531.1	NP_055595.2	0
NP_002688.2	NP_863651.1	0
NP_112573.1	NP_005691.2	0
Q7Z591	Q14790	0
NP_002156.2	NP_005521.1	0
NP_005644.2	NP_064530.1	0
P13349	NP_004530.1	0
NP_694964.3	NP_003240.1	0
Q96BP2	Q9HD40	0
Q9UKI8	Q9H0B2	0
Q9GZR1	NP_066953.1	0
P37275	Q96PU5	0
Q8N5A5	NP_803877.2	0
NP_073207.1	Q96PC2	0
P09067	NP_001005.1	0
NP_004260.2	P16050	0
P51826	NP_001631.3	0
Q16676	Q93015	0
NP_115701.2	Q16643	0
NP_620147.1	Q99487	0
Q70SY1	NP_071910.3	0
Q9BQ83	NP_005403.2	0
O43248	NP_005800.3	0
P09668	Q8TE68	0
NP_068811.1	P53677	0
Q9Y2V3	NP_057717.1	0
NP_003511.1	NP_000445.1	0
NP_068804.1	Q9UBW5	0
NP_006590.1	NP_060383.2	0
NP_003874.2	Q8N573	0
Q9Y222	Q14894	0
Q70SY1	Q9H6S3	0
Q9H611	NP_004865.1	0
Q9NZI7	NP_005204.1	0
NP_002710.2	NP_002564.1	0
NP_001315.1	NP_006235.1	0
AAH22328.1	NP_001344.2	0
NP_150093.1	NP_002100.2	0
NP_002884.1	NP_115865.1	0
Q9Y222	NP_003115.1	0
Q14119	Q8N427	0
NP_060274.3	P56277	0
NP_116294.1	NP_150634.1	0
Q9NX70	NP_003115.1	0
NP_001790.1	NP_000964.1	0
Q9H9L7	NP_005495.2	0
NP_878314.1	P13995	0
NP_002139.2	NP_057740.2	0
Q99697	P57721	0
NP_877433.2	NP_116119.2	0
Q14863	P53004	0
Q9Y4A5	NP_000846.1	0
NP_003529.1	NP_004763.1	0
P54803	NP_003945.2	0
NP_005457.2	P11586	0
NP_001316.1	NP_001705.2	0
NP_060107.3	P59044	0
Q9Y5Q8	NP_002056.2	0
NP_003484.1	NP_003671.1	0
O15156	O14561	0
Q9H582	Q9BV79	0
P82970	O75880	0
Q9UIH9	Q6UB35	0
NP_004483.1	NP_003124.1	0
NP_054781.1	O43819	0
NP_055367.2	NP_057256.2	0
NP_612565.1	P83111	0
NP_079485.1	Q16698	0
NP_003075.1	P08319	0
NP_001790.1	P21399	0
NP_055872.3	P49638	0
Q969F1	NP_006083.1	0
NP_076922.1	NP_002305.1	0
NP_005180.1	Q16822	0
NP_003098.1	NP_060311.1	0
Q6ECI4	Q9UGC7	0
NP_005332.1	NP_005978.2	0
NP_783640.1	NP_003671.1	0
NP_116062.2	Q9Y3B7	0
NP_001940.1	P25325	0
NP_060740.1	Q8WVN8	0
NP_005587.2	NP_004171.2	0
NP_000018.1	P46439	0
NP_057662.3	Q14CX7	0
NP_612565.1	NP_004160.3	0
P23771	NP_000658.1	0
Q9NQ33	NP_003840.2	0
NP_005973.1	Q9HBU6	0
NP_005646.1	NP_550438.1	0
Q9BTC8	P23434	0
NP_001007227.1	NP_036337.1	0
NP_068809.1	P49411	0
NP_002963.1	NP_001005.1	0
NP_005429.1	Q9NVV4	0
NP_005644.2	NP_056273.2	0
NP_002097.1	NP_001995.1	0
Q9UKI9	NP_071445.1	0
Q9BWE0	Q9P0R6	0
P08236	P82912	0
NP_115285.1	P28332	0
NP_000391.1	NP_004623.1	0
Q6NXT2	NP_003671.1	0
Q9UMR5	Q8WVN8	0
Q92664	P51970	0
NP_000408.1	NP_000197.1	0
NP_079224.1	Q9Y3D5	0
NP_079224.1	NP_006237.1	0
NP_003064.2	NP_005989.3	0
P30260	NP_001252.1	0
NP_005186.2	NP_004040.1	0
NP_001231.2	NP_001651.1	0
NP_036218.1	NP_003671.1	0
NP_009108.1	NP_005908.1	0
NP_008835.5	P21399	0
NP_006103.1	NP_038203.2	0
NP_001713.2	NP_060767.2	0
NP_001443.1	NP_038203.2	0
NP_006531.1	P22061	0
NP_001092755.1	P0C7P0	0
Q9HAZ2	NP_000161.2	0
NP_060353.2	Q8N7A1	0
Q6DN03	NP_056000.1	0
NP_116062.2	NP_003840.2	0
B2CW77	NP_002631.3	0
NP_001512.1	NP_003977.1	0
NP_005345.3	NP_060441.2	0
P78337	NP_004369.1	0
NP_003575.1	P59942	0
P55317	Q38SD2	0
NP_000929.1	Q07973	0
NP_892017.2	Q86XT4	0
NP_076920.1	NP_863651.1	0
NP_003575.1	NP_004823.1	0
NP_002303.2	Q38SD2	0
NP_002895.3	NP_000317.1	0
Q6ECI4	NP_001268.2	0
P17010	Q9P0J6	0
NP_071394.2	Q9BSE5	0
NP_002040.1	NP_005779.1	0
NP_060853.3	O15091	0
NP_054885.1	NP_653288.1	0
Q9HCU8	NP_066953.1	0
Q7Z5Q5	NP_002100.2	0
NP_849194.1	NP_060322.1	0
NP_004955.2	P11245	0
NP_005625.2	NP_001367.2	0
NP_036601.2	Q9BU02	0
Q5VUA4	NP_003921.2	0
NP_006006.3	NP_036199.2	0
NP_001028733.1	P36957	0
NP_006512.2	NP_000934.1	0
NP_149020.2	Q93015	0
NP_003186.1	Q96GX9	0
NP_004489.1	NP_006101.1	0
Q92565	Q9NQR4	0
NP_005973.1	Q9Y3B7	0
NP_000465.1	NP_000658.1	0
NP_055552.1	NP_005026.3	0
NP_005515.1	NP_000476.1	0
NP_005646.1	NP_001367.2	0
NP_055100.2	Q9Y2L1	0
NP_001418.2	O75363	0
Q16385	Q9H7D7	0
NP_005490.1	NP_113608.1	0
NP_003194.3	NP_004172.2	0
NP_071900.2	NP_061883.1	0
NP_003085.1	NP_005403.2	0
Q9BWT1	NP_004865.1	0
NP_005060.1	NP_665683.1	0
NP_001665.1	NP_006259.1	0
NP_002097.1	P22532	0
NP_006500.2	NP_064586.1	0
NP_005578.1	NP_004138.1	0
Q15562	Q07973	0
NP_612482.2	NP_002264.1	0
NP_073624.2	NP_003076.1	0
Q969J2	Q8N142	0
P10253	Q9BYD6	0
P53999	NP_002712.1	0
NP_000529.1	Q9HD34	0
NP_068811.1	NP_000467.1	0
Q96N77	NP_000848.1	0
NP_006312.1	NP_647473.1	0
O94913	Q9NR20	0
Q5TB30	P82909	0
NP_054733.2	NP_006592.3	0
NP_006581.2	NP_002684.1	0
Q96LA8	Q9HD34	0
NP_009042.1	Q2M3C7	0
NP_002898.2	Q9BU02	0
NP_036601.2	NP_000841.1	0
Q9NQ33	NP_005993.1	0
Q92830	NP_006651.2	0
NP_073562.1	P22061	0
Q9C002	P40394	0
P35269	NP_005172.1	0
P35269	NP_068707.1	0
Q49A26	NP_665683.1	0
Q9Y222	NP_057330.2	0
P12524	Q8WVN8	0
Q05952	NP_001814.2	0
NP_079485.1	Q14249	0
NP_000465.1	NP_001087.2	0
Q92769	NP_004050.3	0
Q9P2Y4	O43504	0
Q9UNN4	Q8WVN8	0
NP_000529.1	NP_000185.1	0
NP_001796.2	Q9BZE1	0
P10253	Q9Y6M4	0
A0AVK6	NP_000546.2	0
NP_003911.1	NP_000660.1	0
NP_003008.1	Q8N983	0
NP_005002.3	NP_434700.2	0
Q7Z5Q5	NP_002070.1	0
NP_004374.1	Q9H6S3	0
Q9NWU2	NP_055428.1	0
NP_071387.1	O00764	0
NP_068811.1	NP_055595.2	0
Q03828	P49589	0
NP_976225.1	Q9BY32	0
Q12951	NP_002291.1	0
NP_001370.1	NP_055973.2	0
NP_689479.1	NP_002305.1	0
NP_005578.1	NP_002289.1	0
NP_056023.3	P49753	0
P50548	NP_036205.1	0
Q14562	Q8TF09	0
Q8TF76	O75648	0
NP_056464.1	NP_006750.3	0
Q13123	NP_004138.1	0
Q6PL18	P42679	0
P09430	NP_001024.1	0
Q96RE9	O43819	0
Q64ET8	NP_060767.2	0
NP_000116.2	NP_055199.1	0
NP_005229.1	P49591	0
AAG28389.1	Q8NFH8	0
Q9NZC4	NP_689953.1	0
NP_003503.1	NP_006397.1	0
Q9Y5Q8	Q96T66	0
NP_003502.1	NP_006215.1	0
Q9NPE2	P53004	0
P01106	NP_001379.1	0
NP_055436.2	P37108	0
NP_055367.2	P00325	0
NP_001443.1	Q8WUN7	0
Q96T88	P49638	0
NP_006581.2	O75648	0
P0C1S8	NP_689508.3	0
NP_006070.2	NP_006461.3	0
Q8IXQ6	NP_005267.2	0
NP_004119.1	Q92526	0
P26599	NP_056449.1	0
NP_036449.1	NP_000847.2	0
P23760	NP_055463.1	0
O14862	P51970	0
NP_001790.1	NP_000061.1	0
Q86V15	NP_000658.1	0
NP_003007.2	NP_003360.2	0
O14646	P48729	0
Q96KK5	O75891	0
Q7Z5Q5	NP_000058.1	0
NP_006692.1	Q9Y216	0
NP_006312.1	NP_001079.1	0
NP_073717.1	P18054	0
AAH22328.1	NP_005527.1	0
NP_004527.2	NP_063940.1	0
Q58WW2	Q9ULC6	0
Q13950	NP_001393.1	0
P0C1S8	Q9P2W6	0
NP_009171.1	NP_036529.1	0
NP_005241.1	NP_055973.2	0
NP_005002.3	NP_004799.1	0
NP_057375.2	NP_006432.1	0
NP_115701.2	Q9UKF7	0
Q9UEE5	NP_004093.1	0
NP_006229.1	NP_057564.3	0
Q9UJC5	NP_072045.1	0
NP_002096.1	P43897	0
O00472	NP_003945.2	0
NP_002469.2	NP_066565.1	0
O94913	NP_001217.2	0
P26599	NP_003076.1	0
NP_001317.1	O00338	0
P82970	NP_066953.1	0
NP_000253.1	P46439	0
NP_008828.1	Q9BXL7	0
NP_004261.1	P59942	0
NP_000955.1	NP_003360.2	0
NP_006684.1	Q9HD33	0
Q16670	NP_006750.3	0
NP_005162.1	Q96GX9	0
Q08050	Q9Y2D0	0
Q9BV90	P17516	0
Q99729	NP_001631.3	0
Q96KK5	NP_077006.1	0
NP_114129.1	NP_004126.1	0
Q6NSW7	NP_001938.1	0
NP_003507.1	Q9BUE6	0
O00321	P78368	0
Q99081	NP_004763.1	0
NP_003508.1	NP_003945.2	0
O15370	P51857	0
Q08050	Q8N3H0	0
NP_892017.2	NP_003192.1	0
NP_005988.1	Q8NFG4	0
NP_003502.1	NP_002055.1	0
NP_006684.1	Q9HD40	0
NP_060353.2	NP_000467.1	0
NP_005576.3	NP_434700.2	0
Q96DT0	NP_000476.1	0
P02545	NP_002717.3	0
NP_005641.1	NP_005195.2	0
NP_005313.1	NP_001435.1	0
NP_002752.1	NP_001166.3	0
NP_872363.1	Q01581	0
Q15072	P40394	0
Q9BUQ8	Q92552	0
O94953	Q9H4K7	0
P10275	P22531	0
NP_005159.1	NP_006645.3	0
NP_061156.1	NP_000161.2	0
A6H8Y1	Q6V1X1	0
P35452	Q8TF40	0
NP_002898.2	P43304	0
P23527	Q8N142	0
Q6ISB3	NP_002100.2	0
P12524	NP_006576.2	0
NP_076921.1	NP_056449.1	0
NP_002683.2	NP_001318.1	0
Q96S96	Q6WQI6	0
Q13523	Q01064	0
NP_000170.1	NP_004802.1	0
Q58WW2	NP_612393.2	0
P26599	NP_001893.2	0
NP_596868.1	Q13084	0
NP_061944.2	NP_057740.2	0
NP_001659.1	NP_001268.2	0
NP_036601.2	NP_006581.2	0
O75030	P48163	0
NP_065988.1	NP_000840.2	0
Q9H211	NP_065078.1	0
P10071	NP_002684.1	0
NP_002341.1	NP_002728.1	0
NP_004292.1	Q12815	0
NP_003066.2	Q8IUQ0	0
Q03828	NP_057740.2	0
NP_000526.1	Q13085	0
Q8IUE6	P51970	0
NP_004575.1	Q07973	0
P36402	Q8WXI4	0
Q15562	NP_055165.2	0
Q9NZL3	NP_036205.1	0
NP_061944.2	NP_054902.1	0
NP_005332.1	NP_006262.1	0
O75638	NP_004039.1	0
Q8IVL1	P18054	0
Q13268	NP_001167.2	0
Q9P2K5	Q8N573	0
P0C1H6	NP_003945.2	0
Q15723	Q9Y291	0
Q6ECI4	NP_055595.2	0
NP_006709.2	Q9NZD2	0
NP_775762.1	NP_002890.1	0
NP_002752.1	Q9P0M9	0
NP_002388.2	NP_000792.1	0
Q15072	NP_004484.1	0
NP_000048.1	NP_005989.3	0
P30260	Q68J44	0
O95948	NP_001379.1	0
Q8IXF0	Q68J44	0
Q7Z7J5	Q16540	0
Q9BWW7	NP_003105.2	0
O76039	NP_006576.2	0
NP_060612.2	Q93015	0
NP_000439.1	NP_863651.1	0
Q02962	Q9Y2R5	0
Q15723	P16050	0
NP_066285.1	Q9BSE5	0
NP_079058.1	NP_060441.2	0
